Customer_ID,LastPurchase,FirstPurchase,Frequency,Monetary,TotalQuantity,UniqueProducts,AverageOrderValue,Recency,CustomerLifetimeDays,Churn,Segment,RFM_Score,Cluster,ChurnProbability,RiskLevel
15937,2011-10-06 15:48:00,2011-10-06 15:48:00,1,145.35000000000002,73,7,20.764285714285716,64,0,0,Other,5,0,0.15333333333333332,Low Risk
15938,2011-08-19 12:56:00,2010-06-01 09:42:00,9,734.8100000000001,449,27,18.841282051282054,112,444,1,Loyal Customers,11,1,0.4866666666666667,Medium Risk
15939,2011-09-11 11:30:00,2010-11-30 12:07:00,16,9060.39,6260,52,56.27571428571428,90,284,0,Loyal Customers,13,1,0.11666666666666667,Low Risk
15940,2011-02-01 16:18:00,2011-02-01 16:18:00,1,35.8,4,1,35.8,311,0,1,Other,4,0,0.9933333333333333,High Risk
15941,2010-03-12 14:45:00,2010-03-12 14:45:00,1,405.0,60,6,67.5,637,0,1,Other,4,0,0.91,High Risk
15942,2011-07-29 09:01:00,2011-07-29 09:01:00,1,337.44,232,14,24.102857142857143,134,0,1,Other,6,0,0.87,High Risk
15943,2010-02-28 12:49:00,2010-01-31 11:04:00,2,271.28999999999996,183,12,22.607499999999998,650,28,1,Other,4,0,0.9166666666666666,High Risk
15944,2011-03-08 10:33:00,2009-12-13 12:57:00,4,2164.24,859,25,56.95368421052631,277,449,1,At Risk,9,0,0.8866666666666667,High Risk
15945,2010-12-09 13:14:00,2009-12-01 13:47:00,4,646.27,345,24,23.081071428571427,365,372,1,At Risk,9,0,0.8033333333333333,High Risk
15946,2010-07-25 12:18:00,2010-03-16 10:49:00,3,2304.18,1614,25,88.62230769230769,503,131,1,At Risk,8,0,0.8733333333333333,High Risk
15947,2011-09-18 10:46:00,2011-09-18 10:46:00,1,1708.24,898,29,58.9048275862069,83,0,0,High Value Customers,8,0,0.31333333333333335,Medium Risk
15948,2011-12-01 15:32:00,2010-10-11 12:16:00,3,1509.0900000000001,852,63,15.885157894736844,8,416,0,High Value Customers,12,1,0.27666666666666667,Low Risk
15949,2011-11-23 09:09:00,2011-09-29 17:34:00,2,364.72,284,12,19.19578947368421,17,54,0,New / Potential,9,0,0.13666666666666666,Low Risk
15950,2011-11-08 11:09:00,2010-01-26 11:39:00,10,7120.91,3354,225,18.119363867684477,32,650,0,Champions,14,1,0.006666666666666667,Low Risk
15951,2011-12-01 08:34:00,2010-11-23 18:20:00,3,1013.1700000000001,420,44,17.172372881355933,9,372,0,Other,11,1,0.34,Medium Risk
15952,2011-11-06 11:18:00,2011-04-28 12:55:00,4,781.91,391,65,9.30845238095238,34,191,0,Loyal Customers,11,1,0.24666666666666667,Low Risk
15953,2011-11-24 15:32:00,2009-12-03 14:00:00,18,3440.34,1741,102,20.600838323353294,15,721,0,Champions,15,1,0.0,Low Risk
15954,2010-04-29 13:35:00,2010-04-29 13:35:00,1,190.75,119,20,9.5375,589,0,1,Other,3,0,0.9766666666666667,High Risk
15955,2011-11-15 14:15:00,2010-02-23 16:36:00,22,8085.9800000000005,3967,222,23.643216374269006,24,629,0,Champions,14,1,0.023333333333333334,Low Risk
15956,2010-06-06 13:06:00,2009-12-13 11:16:00,2,617.6,278,18,34.31111111111111,551,175,1,Other,6,0,0.9633333333333334,High Risk
15957,2011-11-08 12:14:00,2010-10-15 12:11:00,3,921.25,453,121,6.309931506849315,32,389,0,Other,10,0,0.12,Low Risk
15958,2011-09-26 13:41:00,2010-06-07 10:59:00,4,462.12,154,50,7.109538461538461,74,476,0,Loyal Customers,9,0,0.12,Low Risk
15959,2010-01-26 16:38:00,2010-01-26 16:19:00,3,542.89,269,58,7.646338028169014,682,0,1,At Risk,6,0,0.67,High Risk
15960,2010-11-30 15:57:00,2010-09-30 15:50:00,4,410.95,258,24,15.805769230769231,374,61,1,At Risk,8,0,0.8933333333333333,High Risk
15961,2010-11-25 15:59:00,2010-11-25 15:59:00,1,451.28999999999996,154,42,10.745,379,0,1,Other,5,0,0.9,High Risk
15962,2010-09-16 13:48:00,2010-09-16 13:48:00,1,289.48,228,43,5.263272727272728,449,0,1,Other,4,0,0.91,High Risk
15963,2011-11-20 11:33:00,2011-10-25 13:05:00,2,470.76,298,26,16.812857142857144,20,25,0,New / Potential,8,0,0.5833333333333334,Medium Risk
15964,2010-02-14 15:30:00,2010-02-14 15:30:00,1,269.21000000000004,93,20,13.460500000000001,663,0,1,Other,3,0,0.9833333333333333,High Risk
15965,2011-11-22 16:44:00,2009-12-03 11:45:00,13,2771.94,1313,202,8.34921686746988,17,719,0,Champions,14,1,0.01,Low Risk
15966,2010-09-15 10:44:00,2010-09-15 10:44:00,1,426.53,275,27,15.797407407407407,451,0,1,Other,4,0,0.9033333333333333,High Risk
15967,2011-11-16 15:41:00,2009-12-01 13:29:00,12,2966.0,1183,316,6.179166666666666,23,715,0,Champions,14,1,0.0033333333333333335,Low Risk
15968,2010-11-16 13:04:00,2010-11-16 13:04:00,1,404.55,247,70,5.056875,388,0,1,Other,5,0,0.8966666666666666,High Risk
15969,2011-12-07 11:06:00,2010-07-05 13:10:00,5,1127.05,223,31,32.20142857142857,3,519,0,Loyal Customers,12,1,0.19333333333333333,Low Risk
15970,2011-02-09 12:08:00,2010-04-20 11:30:00,2,1017.3199999999999,498,19,42.38833333333333,304,295,1,Other,7,0,0.9233333333333333,High Risk
15971,2011-11-22 12:50:00,2009-12-08 09:46:00,18,5902.83,2251,12,140.54357142857143,18,714,0,Champions,15,1,0.016666666666666666,Low Risk
15972,2010-09-09 13:20:00,2010-04-18 14:06:00,5,1769.33,468,104,12.728992805755395,456,143,1,At Risk,9,0,0.57,Medium Risk
15973,2010-12-08 11:42:00,2010-10-06 15:00:00,3,680.62,195,8,61.874545454545455,367,62,1,At Risk,8,0,0.7266666666666667,High Risk
15974,2011-10-31 13:13:00,2011-02-24 10:10:00,7,3442.15,2262,141,19.557670454545455,39,249,0,Champions,13,1,0.09,Low Risk
15975,2011-09-16 13:33:00,2011-09-16 13:33:00,1,371.01,243,24,15.45875,84,0,0,Other,6,0,0.29,Low Risk
15976,2011-06-27 13:00:00,2010-06-06 14:01:00,6,1694.41,1053,265,4.482566137566137,165,385,1,Loyal Customers,11,1,0.6966666666666667,High Risk
15977,2011-11-22 13:29:00,2011-10-31 16:24:00,2,1054.73,1016,48,16.226615384615386,17,21,0,New / Potential,10,0,0.19,Low Risk
15978,2011-09-23 15:21:00,2010-03-05 14:39:00,3,3279.42,2444,107,25.42186046511628,77,567,0,High Value Customers,11,1,0.06,Low Risk
15979,2010-04-16 11:35:00,2010-04-16 11:35:00,1,329.21999999999997,450,22,14.964545454545453,603,0,1,Other,4,0,0.79,High Risk
15980,2011-09-12 09:41:00,2010-06-01 14:40:00,7,6543.68,4822,101,56.90156521739131,89,467,0,Loyal Customers,12,1,0.2,Low Risk
15981,2011-11-15 08:00:00,2010-03-29 10:07:00,21,9362.77,4827,151,32.509618055555556,25,595,0,Champions,14,1,0.07333333333333333,Low Risk
15982,2010-04-13 15:47:00,2010-04-13 15:47:00,1,324.51,131,45,7.211333333333333,605,0,1,Other,4,0,0.9133333333333333,High Risk
15983,2011-11-17 17:34:00,2009-12-06 12:52:00,8,3110.37,1872,137,12.055697674418605,22,711,0,Champions,13,1,0.0033333333333333335,Low Risk
15984,2011-12-07 12:16:00,2009-12-01 13:38:00,30,8393.02,5730,458,11.990028571428573,3,735,0,Champions,15,1,0.0,Low Risk
15985,2011-08-08 16:31:00,2010-05-27 15:51:00,7,2715.28,2750,50,26.10846153846154,123,438,1,Loyal Customers,11,1,0.78,High Risk
15986,2011-11-09 15:17:00,2010-11-23 10:02:00,2,354.42,368,25,14.1768,30,351,0,New / Potential,8,0,0.23333333333333334,Low Risk
15987,2011-11-27 15:38:00,2010-11-25 12:56:00,8,1535.99,1599,143,9.08869822485207,12,367,0,Champions,13,1,0.17333333333333334,Low Risk
15988,2011-11-20 13:23:00,2010-02-21 11:36:00,3,738.89,476,114,6.157416666666666,19,637,0,Other,11,1,0.03666666666666667,Low Risk
15989,2010-11-29 12:03:00,2009-12-02 15:51:00,2,368.31,169,81,4.2826744186046515,376,361,1,Other,6,0,0.7766666666666666,High Risk
15990,2011-10-26 15:58:00,2010-02-28 12:30:00,7,1997.75,1086,117,11.286723163841808,44,605,0,Champions,12,1,0.02666666666666667,Low Risk
15991,2010-06-23 15:50:00,2010-06-23 15:50:00,1,150.55,41,6,25.09166666666667,534,0,1,Other,3,0,0.9566666666666667,High Risk
15992,2011-12-06 11:00:00,2010-09-12 11:52:00,3,896.6,514,53,16.603703703703705,4,449,0,Other,11,1,0.23333333333333334,Low Risk
15993,2011-12-01 10:45:00,2011-10-26 16:21:00,7,2777.67,2037,335,5.115414364640884,9,35,0,Champions,13,1,0.05,Low Risk
15994,2011-10-16 12:28:00,2010-03-14 11:55:00,3,1175.68,462,93,10.885925925925926,55,581,0,Other,10,0,0.056666666666666664,Low Risk
15995,2010-10-21 13:57:00,2010-10-21 13:57:00,1,694.54,352,108,6.314,414,0,1,Other,5,0,0.8333333333333334,High Risk
15996,2011-09-12 15:14:00,2010-11-07 15:49:00,7,1386.4,643,140,8.013872832369943,88,308,0,Loyal Customers,11,1,0.22666666666666666,Low Risk
15998,2011-11-03 12:45:00,2009-12-01 11:45:00,16,8274.14,5350,682,5.806414035087719,37,702,0,Champions,14,1,0.0,Low Risk
15999,2009-12-04 12:31:00,2009-12-04 12:31:00,1,20.4,24,1,20.4,736,0,1,Other,3,0,0.3333333333333333,Medium Risk
16000,2011-12-07 12:17:00,2011-12-07 12:14:00,3,12393.7,5110,9,1377.0777777777778,3,0,0,High Value Customers,13,1,0.30333333333333334,Medium Risk
16001,2010-11-23 17:10:00,2010-11-23 17:10:00,1,583.39,337,29,20.11689655172414,381,0,1,Other,5,0,0.8966666666666666,High Risk
16002,2010-03-24 13:08:00,2010-03-24 13:08:00,1,169.21,70,42,4.028809523809524,625,0,1,Other,3,0,0.93,High Risk
16003,2011-11-10 09:57:00,2009-12-03 18:51:00,10,5613.83,2210,146,27.65433497536946,30,706,0,Champions,14,1,0.0,Low Risk
16004,2010-08-22 11:48:00,2010-01-25 13:56:00,5,2146.39,1076,63,23.848777777777777,475,208,1,At Risk,9,0,0.2833333333333333,Low Risk
16005,2011-11-27 13:47:00,2010-09-15 13:21:00,10,2365.4900000000002,1269,315,4.887376033057851,12,438,0,Champions,14,1,0.17333333333333334,Low Risk
16006,2011-05-12 13:12:00,2010-11-17 12:03:00,2,332.82,205,75,4.266923076923077,211,176,1,Other,6,0,0.9333333333333333,High Risk
16007,2011-10-23 11:05:00,2010-06-14 13:18:00,7,3053.06,2631,337,4.646971080669711,48,495,0,Champions,13,1,0.39666666666666667,Medium Risk
16008,2011-11-16 10:32:00,2010-03-19 11:07:00,15,5339.13,3237,63,21.103280632411067,24,606,0,Champions,14,1,0.02,Low Risk
16009,2011-11-17 16:51:00,2011-07-03 11:26:00,4,972.11,366,68,11.855,22,137,0,Loyal Customers,11,1,0.28,Low Risk
16010,2011-04-08 10:14:00,2010-10-24 10:54:00,11,1694.86,919,122,5.864567474048442,246,165,1,At Risk,11,1,0.8166666666666667,High Risk
16011,2011-12-01 16:31:00,2009-12-01 12:02:00,29,5601.01,3323,181,13.17884705882353,8,730,0,Champions,15,1,0.013333333333333334,Low Risk
16012,2011-11-04 13:25:00,2010-06-28 11:39:00,5,2978.59,1760,207,12.462719665271967,35,494,0,Champions,13,1,0.16333333333333333,Low Risk
16013,2011-12-06 10:36:00,2009-12-08 10:24:00,84,56078.44,25520,54,259.6224074074074,4,728,0,Champions,15,1,0.01,Low Risk
16014,2011-11-02 12:04:00,2010-01-31 12:43:00,5,1100.28,462,219,4.001018181818182,38,639,0,Loyal Customers,11,1,0.03,Low Risk
16015,2011-12-06 10:58:00,2011-10-21 12:56:00,3,704.55,907,146,3.892541436464088,4,45,0,Other,11,1,0.07666666666666666,Low Risk
16016,2011-12-06 14:35:00,2010-11-02 13:27:00,11,2083.4,881,181,7.014814814814815,3,399,0,Champions,14,1,0.18333333333333332,Low Risk
16017,2011-10-23 12:56:00,2010-01-05 12:06:00,5,1545.58,635,99,11.889076923076923,47,656,0,Champions,12,1,0.016666666666666666,Low Risk
16018,2011-10-31 14:13:00,2009-12-07 13:57:00,4,698.13,503,48,12.466607142857143,39,693,0,Loyal Customers,11,0,0.02666666666666667,Low Risk
16019,2011-10-24 11:51:00,2009-12-14 14:12:00,27,17329.16,6959,256,43.00039702233251,47,678,0,Champions,14,1,0.0,Low Risk
16020,2011-11-23 11:18:00,2011-10-05 13:54:00,3,851.01,487,42,18.500217391304346,17,48,0,Other,11,1,0.2733333333333333,Low Risk
16021,2010-11-09 14:48:00,2010-06-13 11:05:00,2,487.03,276,117,3.8653174603174603,395,149,1,Other,6,0,0.82,High Risk
16022,2011-03-24 13:16:00,2011-03-24 13:16:00,1,602.63,255,68,8.48774647887324,260,0,1,Other,5,0,0.7933333333333333,High Risk
16023,2011-10-24 16:34:00,2011-03-18 13:32:00,3,719.81,358,90,7.126831683168317,46,220,0,Other,10,0,0.18333333333333332,Low Risk
16024,2011-11-27 13:26:00,2010-10-24 11:40:00,3,483.99,504,78,5.694,12,399,0,Other,10,0,0.21333333333333335,Low Risk
16025,2011-11-10 11:45:00,2011-11-10 11:45:00,1,439.65999999999997,338,28,15.702142857142857,30,0,0,New / Potential,7,0,0.19666666666666666,Low Risk
16026,2011-10-27 13:53:00,2011-10-27 13:53:00,1,236.09,243,30,7.3778125,43,0,0,New / Potential,6,0,0.18,Low Risk
16027,2011-09-09 10:47:00,2010-01-08 13:21:00,15,2048.36,2099,20,58.524571428571434,92,608,1,Loyal Customers,12,1,0.25333333333333335,Low Risk
16028,2010-04-23 11:45:00,2010-04-23 11:45:00,1,82.2,18,5,16.44,596,0,1,Other,3,0,0.8533333333333334,High Risk
16029,2011-11-01 10:27:00,2009-12-08 11:23:00,107,117763.62,54450,57,318.28005405405406,39,692,0,Champions,14,1,0.013333333333333334,Low Risk
16030,2011-02-03 11:28:00,2011-02-03 11:28:00,1,331.24,283,28,11.422068965517242,310,0,1,Other,5,0,0.9133333333333333,High Risk
16031,2011-09-08 13:07:00,2011-04-06 14:23:00,2,547.9,421,91,5.590816326530612,92,154,1,Other,7,0,0.89,High Risk
16032,2010-09-09 18:00:00,2010-07-04 13:31:00,6,1965.72,1467,130,9.36057142857143,456,67,1,At Risk,9,0,0.3,Low Risk
16033,2011-12-04 12:44:00,2010-08-11 16:44:00,27,10608.81,4200,605,7.806335540838852,6,479,0,Champions,15,1,0.03666666666666667,Low Risk
16034,2011-05-27 16:17:00,2010-10-26 13:00:00,6,911.32,585,43,16.27357142857143,196,213,1,At Risk,9,0,0.88,High Risk
16035,2010-05-28 15:09:00,2010-05-28 15:09:00,1,217.73,33,21,10.368095238095238,560,0,1,Other,3,0,0.9133333333333333,High Risk
16036,2011-09-13 14:53:00,2010-03-29 14:47:00,4,2556.84,1369,120,18.263142857142856,87,533,0,Loyal Customers,11,1,0.16,Low Risk
16037,2011-03-15 09:13:00,2010-03-01 12:31:00,5,1509.3400000000001,766,62,21.25830985915493,270,378,1,At Risk,10,0,0.8066666666666666,High Risk
16038,2011-12-02 12:40:00,2011-05-22 11:29:00,3,471.78,244,24,18.145384615384614,8,194,0,Other,10,1,0.7866666666666666,High Risk
16039,2010-10-12 10:44:00,2010-03-21 15:17:00,2,456.4,409,27,14.2625,424,204,1,Other,5,0,0.8766666666666667,High Risk
16040,2011-10-05 13:47:00,2010-04-09 10:12:00,7,2416.9,1185,95,19.3352,65,544,0,Loyal Customers,11,1,0.15,Low Risk
16041,2011-11-09 12:25:00,2011-07-21 16:27:00,3,3166.4,1584,6,527.7333333333333,31,110,0,High Value Customers,12,1,0.27,Low Risk
16042,2011-11-17 17:50:00,2010-09-12 12:00:00,8,2245.32,1430,88,17.40558139534884,22,431,0,Champions,12,1,0.14666666666666667,Low Risk
16043,2011-11-02 12:50:00,2010-08-15 11:26:00,8,1856.5900000000001,1011,56,25.4327397260274,38,444,0,Champions,12,1,0.48,Medium Risk
16044,2010-09-30 18:12:00,2010-09-30 18:12:00,1,340.84000000000003,170,19,17.938947368421054,435,0,1,Other,4,0,0.9366666666666666,High Risk
16045,2011-08-12 12:41:00,2010-07-29 12:50:00,8,3434.93,2108,111,23.208986486486484,120,378,1,Loyal Customers,12,1,0.27666666666666667,Low Risk
16046,2010-05-26 13:18:00,2010-05-26 13:18:00,1,235.78,248,22,10.717272727272727,562,0,1,Other,3,0,0.8433333333333334,High Risk
16047,2010-01-26 16:34:00,2010-01-26 16:34:00,1,107.14,1,1,107.14,682,0,1,Other,3,0,1.0,High Risk
16048,2010-12-01 15:28:00,2010-06-08 12:36:00,4,818.7900000000001,425,30,22.74416666666667,373,176,1,At Risk,9,0,0.8866666666666667,High Risk
16049,2011-10-30 13:19:00,2010-07-11 13:53:00,6,1852.15,1132,383,3.8188659793814437,40,475,0,Champions,12,1,0.10666666666666667,Low Risk
16050,2011-06-19 11:44:00,2010-11-03 15:55:00,3,300.7,388,19,14.319047619047618,174,227,1,Other,8,0,0.8833333333333333,High Risk
16051,2010-01-27 09:38:00,2010-01-27 09:38:00,1,188.44,80,12,15.703333333333333,682,0,1,Other,3,0,0.95,High Risk
16052,2011-10-16 15:13:00,2011-10-16 15:13:00,1,362.06,282,34,10.648823529411764,54,0,0,New / Potential,7,0,0.24,Low Risk
16053,2011-11-07 11:21:00,2010-04-08 11:11:00,6,3634.84,3067,169,18.736288659793814,33,578,0,Champions,13,1,0.03,Low Risk
16054,2011-07-17 13:08:00,2010-04-01 18:37:00,4,2111.88,791,109,17.31049180327869,145,471,1,Loyal Customers,11,0,0.8566666666666667,High Risk
16055,2011-05-03 09:26:00,2011-05-03 09:26:00,1,134.8,22,8,16.85,221,0,1,Other,4,0,0.9233333333333333,High Risk
16056,2011-10-25 15:19:00,2011-10-25 15:19:00,1,650.75,345,66,9.859848484848484,45,0,0,New / Potential,8,0,0.65,High Risk
16057,2011-11-23 15:23:00,2010-01-07 17:11:00,10,3854.85,1691,175,17.682798165137616,16,684,0,Champions,15,1,0.0,Low Risk
16058,2010-10-29 16:48:00,2010-10-29 16:48:00,1,62.7,18,2,31.35,406,0,1,Other,4,0,0.98,High Risk
16059,2011-10-05 09:56:00,2010-05-19 13:04:00,12,3053.57,1431,233,7.809641943734015,66,503,0,Loyal Customers,13,1,0.12333333333333334,Low Risk
16060,2010-11-04 12:10:00,2010-08-02 15:26:00,3,541.95,243,22,22.58125,401,93,1,At Risk,7,0,0.8733333333333333,High Risk
16061,2010-10-04 15:29:00,2010-10-04 15:29:00,1,89.65,19,3,29.883333333333336,431,0,1,Other,3,0,0.8766666666666667,High Risk
16062,2011-11-30 12:15:00,2010-06-21 13:32:00,8,2863.45,2035,134,15.478108108108108,10,526,0,Champions,14,1,0.11333333333333333,Low Risk
16063,2011-03-24 14:56:00,2011-03-24 14:55:00,1,335.32,262,23,14.57913043478261,260,0,1,Other,5,0,0.9366666666666666,High Risk
16064,2009-12-14 16:11:00,2009-12-14 16:11:00,1,109.31,55,17,6.43,725,0,1,Other,3,0,0.9533333333333334,High Risk
16065,2010-12-09 13:03:00,2010-09-02 13:27:00,8,1992.13,1207,214,5.643427762039661,365,97,1,At Risk,11,1,0.7,High Risk
16066,2011-11-23 11:54:00,2011-08-07 14:33:00,5,1521.04,935,77,15.059801980198019,17,107,0,Champions,13,1,0.20333333333333334,Low Risk
16067,2010-05-26 12:33:00,2010-02-02 18:01:00,3,3269.11,1236,60,48.07514705882353,563,112,1,At Risk,9,0,0.8766666666666667,High Risk
16068,2010-04-25 11:52:00,2010-04-25 11:52:00,1,115.73,48,34,3.3065714285714285,594,0,1,Other,3,0,0.96,High Risk
16069,2010-10-18 10:32:00,2010-10-18 10:32:00,1,457.7,138,25,18.308,418,0,1,Other,4,0,0.8433333333333334,High Risk
16070,2011-11-17 15:50:00,2011-11-07 16:36:00,2,852.15,457,32,25.82272727272727,22,9,0,New / Potential,9,0,0.21,Low Risk
16071,2011-10-26 11:14:00,2010-02-22 14:48:00,4,1076.8,697,62,14.750684931506848,45,610,0,Loyal Customers,11,1,0.15333333333333332,Low Risk
16072,2011-02-24 14:32:00,2010-06-08 16:47:00,4,4180.09,1580,414,7.87210922787194,288,260,1,At Risk,11,1,0.7466666666666667,High Risk
16073,2011-02-15 15:41:00,2011-02-15 15:41:00,1,122.4,48,1,122.4,297,0,1,Other,4,0,0.9566666666666667,High Risk
16074,2010-11-14 13:19:00,2010-11-14 13:19:00,1,252.5,38,23,10.1,390,0,1,Other,4,0,0.9,High Risk
16075,2010-07-25 11:31:00,2010-05-24 15:57:00,2,736.9300000000001,271,41,17.973902439024393,503,61,1,Other,6,0,0.8633333333333333,High Risk
16076,2011-12-06 14:59:00,2011-05-15 12:31:00,10,2234.73,1435,71,17.323488372093024,3,205,0,Champions,14,1,0.14,Low Risk
16077,2010-03-24 10:42:00,2010-03-24 10:42:00,1,2300.4,840,8,287.55,626,0,1,Other,6,0,0.9066666666666666,High Risk
16078,2011-03-01 09:47:00,2010-02-08 13:29:00,2,362.99,200,39,9.307435897435898,284,385,1,Other,6,0,0.79,High Risk
16079,2011-11-23 12:48:00,2011-10-30 13:06:00,3,1352.0,864,18,64.38095238095238,17,23,0,High Value Customers,12,1,0.13333333333333333,Low Risk
16080,2011-09-19 10:42:00,2010-09-15 14:19:00,4,602.5600000000001,298,29,20.085333333333335,82,368,0,Loyal Customers,9,0,0.6033333333333334,High Risk
16081,2011-10-14 13:06:00,2010-02-03 12:46:00,8,4278.96,2177,235,11.627608695652174,56,618,0,Champions,14,1,0.04,Low Risk
16082,2010-02-07 15:16:00,2010-02-07 15:16:00,1,106.75,39,16,6.671875,670,0,1,Other,3,0,0.9766666666666667,High Risk
16083,2011-08-31 10:47:00,2010-11-16 11:53:00,4,2351.42,1514,61,33.11859154929578,101,287,1,Loyal Customers,11,1,0.8633333333333333,High Risk
16084,2011-02-13 16:05:00,2011-02-13 16:05:00,1,436.18,216,38,11.47842105263158,299,0,1,Other,5,0,0.8966666666666666,High Risk
16085,2011-11-16 13:24:00,2010-01-20 14:03:00,12,2341.03,1382,259,6.242746666666667,23,664,0,Champions,13,1,0.006666666666666667,Low Risk
16086,2011-10-11 13:09:00,2009-12-02 13:20:00,10,2687.73,1450,66,20.83511627906977,59,677,0,Champions,13,1,0.0033333333333333335,Low Risk
16087,2010-11-15 16:44:00,2010-01-19 12:30:00,5,1739.92,664,6,173.99200000000002,389,300,1,At Risk,10,0,0.8,High Risk
16088,2010-05-13 10:16:00,2010-04-27 10:56:00,2,1437.43,373,3,239.5716666666667,576,15,1,Other,7,0,0.84,High Risk
16089,2010-11-18 13:51:00,2010-07-18 15:51:00,2,263.49,119,42,5.606170212765957,386,122,1,Other,5,0,0.9833333333333333,High Risk
16090,2010-03-25 13:05:00,2010-03-25 13:05:00,1,180.56,58,18,10.03111111111111,624,0,1,Other,3,0,0.9433333333333334,High Risk
16091,2011-07-08 08:45:00,2011-05-25 09:18:00,2,315.06,154,16,17.503333333333334,155,43,1,Other,7,0,0.8366666666666667,High Risk
16092,2011-08-17 10:46:00,2010-05-09 16:10:00,6,1587.94,1188,60,17.64377777777778,115,464,1,Loyal Customers,11,1,0.8733333333333333,High Risk
16093,2011-08-25 11:09:00,2011-08-25 11:09:00,1,17.0,20,1,17.0,107,0,1,Other,5,0,0.8733333333333333,High Risk
16094,2011-11-28 12:45:00,2010-04-16 14:00:00,11,3695.56,2020,101,18.854897959183674,12,590,0,Champions,15,1,0.21,Low Risk
16095,2010-09-09 16:54:00,2010-09-09 16:54:00,1,447.05,265,30,14.901666666666667,456,0,1,Other,4,0,0.81,High Risk
16096,2011-03-20 13:38:00,2010-03-04 15:44:00,4,1584.97,700,58,24.01469696969697,264,380,1,At Risk,10,0,0.85,High Risk
16097,2011-04-13 13:47:00,2011-04-13 13:47:00,1,185.04999999999998,87,10,18.505,240,0,1,Other,4,0,0.9666666666666667,High Risk
16098,2011-09-13 09:59:00,2009-12-15 09:40:00,14,4010.7,2008,83,26.738,88,637,0,Loyal Customers,13,1,0.01,Low Risk
16099,2011-10-20 13:13:00,2010-03-03 11:13:00,7,1573.2,960,44,22.8,50,596,0,Champions,12,1,0.11333333333333333,Low Risk
16100,2010-09-03 11:39:00,2010-09-03 11:39:00,1,582.64,438,37,15.747027027027027,463,0,1,Other,4,0,0.8933333333333333,High Risk
16101,2011-09-30 10:18:00,2010-05-27 12:50:00,4,3229.16,1844,153,16.818541666666665,71,490,0,Loyal Customers,12,1,0.08333333333333333,Low Risk
16102,2011-10-28 13:19:00,2011-08-03 12:50:00,3,1842.14,942,41,32.31824561403509,42,86,0,High Value Customers,11,1,0.6466666666666666,High Risk
16103,2011-12-02 14:16:00,2010-01-08 12:08:00,22,6191.71,2639,111,30.95855,7,693,0,Champions,15,1,0.006666666666666667,Low Risk
16104,2011-10-09 10:23:00,2009-12-06 10:41:00,9,2774.46,1047,187,11.958879310344829,62,671,0,Loyal Customers,12,1,0.01,Low Risk
16105,2011-04-05 10:13:00,2010-04-14 13:27:00,5,2386.19,2125,92,21.692636363636364,249,355,1,At Risk,10,0,0.7933333333333333,High Risk
16106,2011-10-05 10:37:00,2011-10-05 10:37:00,1,108.38,74,6,18.063333333333333,66,0,0,Other,5,0,0.16333333333333333,Low Risk
16107,2011-11-22 09:40:00,2011-06-09 18:42:00,7,3204.1600000000003,1176,16,103.36000000000001,18,165,0,Champions,14,1,0.20666666666666667,Low Risk
16108,2011-09-16 11:48:00,2010-03-18 14:14:00,4,2235.92,1473,124,16.56237037037037,85,546,0,Loyal Customers,11,1,0.15666666666666668,Low Risk
16109,2011-05-05 09:17:00,2010-01-10 10:37:00,3,939.48,1092,30,30.305806451612902,219,479,1,At Risk,8,0,0.8366666666666667,High Risk
16110,2011-10-25 14:35:00,2010-07-05 13:04:00,4,1781.59,880,343,4.143232558139535,45,477,0,Champions,12,1,0.21666666666666667,Low Risk
16111,2010-10-07 19:51:00,2010-10-07 19:51:00,1,549.33,233,72,7.525068493150686,428,0,1,Other,4,0,0.8633333333333333,High Risk
16112,2011-07-19 14:28:00,2011-01-05 11:47:00,4,195.74,574,15,12.23375,143,195,1,Loyal Customers,8,0,0.63,High Risk
16113,2011-06-09 16:16:00,2011-06-09 16:16:00,1,161.38,176,30,5.379333333333333,183,0,1,Other,5,0,0.8566666666666667,High Risk
16114,2011-06-22 10:13:00,2011-06-22 10:13:00,1,135.75000000000003,43,8,16.968750000000004,171,0,1,Other,5,0,0.8433333333333334,High Risk
16115,2011-11-30 11:32:00,2010-05-14 11:59:00,12,2553.8,1589,230,6.094988066825776,10,564,0,Champions,14,1,0.09,Low Risk
16116,2011-05-12 12:01:00,2011-05-12 12:01:00,1,612.78,248,34,18.02294117647059,212,0,1,Other,6,0,0.91,High Risk
16117,2011-06-03 11:42:00,2010-04-27 11:50:00,3,654.4,321,64,7.352808988764044,190,401,1,At Risk,8,0,0.29333333333333333,Low Risk
16118,2010-02-25 09:40:00,2010-02-25 09:40:00,1,4376.25,2851,41,106.73780487804878,653,0,1,Other,7,0,0.8533333333333334,High Risk
16119,2011-12-01 15:11:00,2009-12-16 11:56:00,8,1720.81,811,37,31.86685185185185,8,715,0,Champions,14,1,0.01,Low Risk
16120,2011-10-11 14:22:00,2010-10-13 15:07:00,6,2967.51,2161,84,32.25554347826087,59,362,0,Champions,13,1,0.11333333333333333,Low Risk
16121,2011-10-13 12:59:00,2010-05-23 10:52:00,5,1450.04,879,256,4.215232558139535,57,508,0,Champions,12,1,0.14333333333333334,Low Risk
